State,County,Candidate,Party,Incumbent,Votes,Percentage,Winner,Delegates
Tennessee,Trousdale,Uncommitted,Democratic,No,16,13.1%,No,0
Tennessee,Van Buren,Joe Biden,Democratic,Yes,42,82.4%,Yes,63
Tennessee,Van Buren,Uncommitted,Democratic,No,9,17.6%,No,0
Tennessee,Van Buren,Joe Biden,Democratic,Yes,373,93.0%,Yes,63
Tennessee,Van Buren,Uncommitted,Democratic,No,28,7.0%,No,0
Tennessee,Van Buren,Joe Biden,Democratic,Yes,"1,202",90.3%,Yes,63
Tennessee,Van Buren,Uncommitted,Democratic,No,129,9.7%,No,0
Tennessee,Wayne,Joe Biden,Democratic,Yes,66,91.7%,Yes,63
Tennessee,Wayne,Uncommitted,Democratic,No,6,8.3%,No,0
Tennessee,Wayne,Joe Biden,Democratic,Yes,230,90.6%,Yes,63
Tennessee,Wayne,Uncommitted,Democratic,No,24,9.4%,No,0
Tennessee,Wayne,Joe Biden,Democratic,Yes,197,94.7%,Yes,63
Tennessee,Wayne,Uncommitted,Democratic,No,11,5.3%,No,0
Texas,Anderson,Joe Biden,Democratic,Yes,593,86.3%,Yes,244
Texas,Anderson,Dean Phillips,Democratic,No,37,5.4%,No,0
Texas,Anderson,Marianne Williamson,Democratic,No,26,3.8%,No,0
Texas,Anderson,Joe Biden,Democratic,Yes,74,70.5%,Yes,244
Texas,Anderson,Marianne Williamson,Democratic,No,4,3.8%,No,0
Texas,Anderson,Dean Phillips,Democratic,No,2,1.9%,No,0
Texas,Anderson,Joe Biden,Democratic,Yes,"1,008",87.0%,Yes,244
Texas,Anderson,Marianne Williamson,Democratic,No,46,4.0%,No,0
Texas,Anderson,Dean Phillips,Democratic,No,41,3.5%,No,0
Texas,Aransas,Joe Biden,Democratic,Yes,430,88.3%,Yes,244
Texas,Aransas,Marianne Williamson,Democratic,No,25,5.1%,No,0
Texas,Aransas,Dean Phillips,Democratic,No,16,3.3%,No,0
Texas,Aransas,Joe Biden,Democratic,Yes,65,83.3%,Yes,244
Texas,Aransas,Marianne Williamson,Democratic,No,5,6.4%,No,0
Texas,Aransas,Dean Phillips,Democratic,No,4,5.1%,No,0
Texas,Aransas,Joe Biden,Democratic,Yes,5,71.4%,Yes,244
Texas,Aransas,Marianne Williamson,Democratic,No,1,14.3%,No,0
Texas,Aransas,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Atascosa,Joe Biden,Democratic,Yes,943,84.3%,Yes,244
Texas,Atascosa,Marianne Williamson,Democratic,No,30,2.7%,No,0
Texas,Atascosa,Dean Phillips,Democratic,No,23,2.1%,No,0
Texas,Atascosa,Joe Biden,Democratic,Yes,433,89.8%,Yes,244
Texas,Atascosa,Marianne Williamson,Democratic,No,12,2.5%,No,0
Texas,Atascosa,Dean Phillips,Democratic,No,9,1.9%,No,0
Texas,Atascosa,Joe Biden,Democratic,Yes,34,85.0%,Yes,244
Texas,Atascosa,Dean Phillips,Democratic,No,1,2.5%,No,0
Texas,Atascosa,Marianne Williamson,Democratic,No,1,2.5%,No,0
Texas,Bandera,Joe Biden,Democratic,Yes,413,86.4%,Yes,244
Texas,Bandera,Marianne Williamson,Democratic,No,17,3.6%,No,0
Texas,Bandera,Dean Phillips,Democratic,No,14,2.9%,No,0
Texas,Bandera,Joe Biden,Democratic,Yes,"3,167",87.9%,Yes,244
Texas,Bandera,Marianne Williamson,Democratic,No,206,5.7%,No,0
Texas,Bandera,Dean Phillips,Democratic,No,54,1.5%,No,0
Texas,Bandera,Joe Biden,Democratic,Yes,24,80.0%,Yes,244
Texas,Bandera,Dean Phillips,Democratic,No,1,3.3%,No,0
Texas,Bandera,Marianne Williamson,Democratic,No,1,3.3%,No,0
Texas,Bee,Joe Biden,Democratic,Yes,426,80.4%,Yes,244
Texas,Bee,Marianne Williamson,Democratic,No,24,4.5%,No,0
Texas,Bee,Dean Phillips,Democratic,No,7,1.3%,No,0
Texas,Bee,Joe Biden,Democratic,Yes,"7,550",88.1%,Yes,244
Texas,Bee,Marianne Williamson,Democratic,No,324,3.8%,No,0
Texas,Bee,Dean Phillips,Democratic,No,290,3.4%,No,0
Texas,Bee,Joe Biden,Democratic,Yes,"65,881",86.7%,Yes,244
Texas,Bee,Marianne Williamson,Democratic,No,"3,348",4.4%,No,0
Texas,Bee,Dean Phillips,Democratic,No,"1,287",1.7%,No,0
Texas,Blanco,Joe Biden,Democratic,Yes,464,91.1%,Yes,244
Texas,Blanco,Marianne Williamson,Democratic,No,27,5.3%,No,0
Texas,Blanco,Dean Phillips,Democratic,No,8,1.6%,No,0
Texas,Blanco,Joe Biden,Democratic,Yes,2,100.0%,Yes,244
Texas,Blanco,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Blanco,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Blanco,Joe Biden,Democratic,Yes,245,89.4%,Yes,244
Texas,Blanco,Marianne Williamson,Democratic,No,8,2.9%,No,0
Texas,Blanco,Dean Phillips,Democratic,No,5,1.8%,No,0
Texas,Bowie,Joe Biden,Democratic,Yes,"1,417",86.7%,Yes,244
Texas,Bowie,Marianne Williamson,Democratic,No,68,4.2%,No,0
Texas,Bowie,Dean Phillips,Democratic,No,61,3.7%,No,0
Texas,Bowie,Joe Biden,Democratic,Yes,"9,684",89.3%,Yes,244
Texas,Bowie,Marianne Williamson,Democratic,No,357,3.3%,No,0
Texas,Bowie,Dean Phillips,Democratic,No,201,1.8%,No,0
Texas,Bowie,Joe Biden,Democratic,Yes,"3,097",80.6%,Yes,244
Texas,Bowie,Marianne Williamson,Democratic,No,285,7.4%,No,0
Texas,Bowie,Dean Phillips,Democratic,No,175,4.5%,No,0
Texas,Brewster,Joe Biden,Democratic,Yes,509,83.3%,Yes,244
Texas,Brewster,Marianne Williamson,Democratic,No,26,4.3%,No,0
Texas,Brewster,Dean Phillips,Democratic,No,15,2.4%,No,0
Texas,Brewster,Joe Biden,Democratic,Yes,14,70.0%,Yes,244
Texas,Brewster,Dean Phillips,Democratic,No,3,15.0%,No,0
Texas,Brewster,Marianne Williamson,Democratic,No,1,5.0%,No,0
Texas,Brewster,Joe Biden,Democratic,Yes,566,58.9%,Yes,244
Texas,Brewster,Marianne Williamson,Democratic,No,41,4.3%,No,0
Texas,Brewster,Dean Phillips,Democratic,No,36,3.7%,No,0
Texas,Brown,Joe Biden,Democratic,Yes,224,85.8%,Yes,244
Texas,Brown,Marianne Williamson,Democratic,No,14,5.4%,No,0
Texas,Brown,Dean Phillips,Democratic,No,3,1.1%,No,0
Texas,Brown,Joe Biden,Democratic,Yes,326,88.6%,Yes,244
Texas,Brown,Marianne Williamson,Democratic,No,18,4.9%,No,0
Texas,Brown,Dean Phillips,Democratic,No,6,1.6%,No,0
Texas,Brown,Joe Biden,Democratic,Yes,"1,114",91.1%,Yes,244
Texas,Brown,Marianne Williamson,Democratic,No,39,3.2%,No,0
Texas,Brown,Dean Phillips,Democratic,No,22,1.8%,No,0
Texas,Caldwell,Joe Biden,Democratic,Yes,"1,340",88.6%,Yes,244
Texas,Caldwell,Marianne Williamson,Democratic,No,56,3.7%,No,0
Texas,Caldwell,Dean Phillips,Democratic,No,24,1.6%,No,0
Texas,Caldwell,Joe Biden,Democratic,Yes,184,83.6%,Yes,244
Texas,Caldwell,Marianne Williamson,Democratic,No,9,4.1%,No,0
Texas,Caldwell,Dean Phillips,Democratic,No,6,2.7%,No,0
Texas,Caldwell,Joe Biden,Democratic,Yes,70,83.3%,Yes,244
Texas,Caldwell,Dean Phillips,Democratic,No,6,7.1%,No,0
Texas,Caldwell,Marianne Williamson,Democratic,No,4,4.8%,No,0
Texas,Cameron,Joe Biden,Democratic,Yes,"11,213",66.4%,Yes,244
Texas,Cameron,Marianne Williamson,Democratic,No,807,4.8%,No,0
Texas,Cameron,Dean Phillips,Democratic,No,503,3.0%,No,0
Texas,Cameron,Joe Biden,Democratic,Yes,204,85.4%,Yes,244
Texas,Cameron,Marianne Williamson,Democratic,No,14,5.9%,No,0
Texas,Cameron,Dean Phillips,Democratic,No,9,3.8%,No,0
Texas,Cameron,Joe Biden,Democratic,Yes,36,97.3%,Yes,244
Texas,Cameron,Marianne Williamson,Democratic,No,1,2.7%,No,0
Texas,Cameron,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Cass,Joe Biden,Democratic,Yes,414,83.8%,Yes,244
Texas,Cass,Dean Phillips,Democratic,No,27,5.5%,No,0
Texas,Cass,Marianne Williamson,Democratic,No,23,4.7%,No,0
Texas,Cass,Joe Biden,Democratic,Yes,48,82.8%,Yes,244
Texas,Cass,Dean Phillips,Democratic,No,3,5.2%,No,0
Texas,Cass,Marianne Williamson,Democratic,No,1,1.7%,No,0
Texas,Cass,Joe Biden,Democratic,Yes,430,83.6%,Yes,244
Texas,Cass,Marianne Williamson,Democratic,No,23,4.5%,No,0
Texas,Cass,Dean Phillips,Democratic,No,20,3.9%,No,0
Texas,Cherokee,Joe Biden,Democratic,Yes,642,93.3%,Yes,244
Texas,Cherokee,Marianne Williamson,Democratic,No,15,2.2%,No,0
Texas,Cherokee,Dean Phillips,Democratic,No,8,1.2%,No,0
Texas,Cherokee,Joe Biden,Democratic,Yes,25,83.3%,Yes,244
Texas,Cherokee,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Cherokee,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Cherokee,Joe Biden,Democratic,Yes,62,86.1%,Yes,244
Texas,Cherokee,Marianne Williamson,Democratic,No,7,9.7%,No,0
Texas,Cherokee,Dean Phillips,Democratic,No,1,1.4%,No,0
Texas,Cochran,Joe Biden,Democratic,Yes,14,73.7%,Yes,244
Texas,Cochran,Dean Phillips,Democratic,No,1,5.2%,No,0
Texas,Cochran,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Cochran,Joe Biden,Democratic,Yes,14,70.0%,Yes,244
Texas,Cochran,Marianne Williamson,Democratic,No,2,10.0%,No,0
Texas,Cochran,Dean Phillips,Democratic,No,1,5.0%,No,0
Texas,Cochran,Joe Biden,Democratic,Yes,46,79.3%,Yes,244
Texas,Cochran,Marianne Williamson,Democratic,No,3,5.2%,No,0
Texas,Cochran,Dean Phillips,Democratic,No,2,3.4%,No,0
Texas,Collin,Joe Biden,Democratic,Yes,"29,938",86.2%,Yes,244
Texas,Collin,Marianne Williamson,Democratic,No,"1,296",3.7%,No,0
Texas,Collin,Dean Phillips,Democratic,No,"1,067",3.1%,No,0
Texas,Collin,Joe Biden,Democratic,Yes,9,90.0%,Yes,244
Texas,Collin,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Collin,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Collin,Joe Biden,Democratic,Yes,291,89.8%,Yes,244
Texas,Collin,Marianne Williamson,Democratic,No,8,2.5%,No,0
Texas,Collin,Dean Phillips,Democratic,No,7,2.2%,No,0
Texas,Comal,Joe Biden,Democratic,Yes,"4,104",91.7%,Yes,244
Texas,Comal,Marianne Williamson,Democratic,No,165,3.7%,No,0
Texas,Comal,Dean Phillips,Democratic,No,83,1.8%,No,0
Texas,Comal,Joe Biden,Democratic,Yes,126,85.7%,Yes,244
Texas,Comal,Dean Phillips,Democratic,No,10,6.8%,No,0
Texas,Comal,Marianne Williamson,Democratic,No,4,2.7%,No,0
Texas,Comal,Joe Biden,Democratic,Yes,30,83.3%,Yes,244
Texas,Comal,Dean Phillips,Democratic,No,3,8.3%,No,0
Texas,Comal,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Cooke,Joe Biden,Democratic,Yes,384,82.4%,Yes,244
Texas,Cooke,Marianne Williamson,Democratic,No,24,5.2%,No,0
Texas,Cooke,Dean Phillips,Democratic,No,23,4.9%,No,0
Texas,Cooke,Joe Biden,Democratic,Yes,887,87.1%,Yes,244
Texas,Cooke,Marianne Williamson,Democratic,No,48,4.7%,No,0
Texas,Cooke,Dean Phillips,Democratic,No,28,2.7%,No,0
Texas,Cooke,Joe Biden,Democratic,Yes,16,69.6%,Yes,244
Texas,Cooke,Marianne Williamson,Democratic,No,1,4.3%,No,0
Texas,Cooke,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Crane,Joe Biden,Democratic,Yes,18,72.0%,Yes,244
Texas,Crane,Dean Phillips,Democratic,No,1,4.0%,No,0
Texas,Crane,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Crane,Joe Biden,Democratic,Yes,51,76.1%,Yes,244
Texas,Crane,Dean Phillips,Democratic,No,4,6.0%,No,0
Texas,Crane,Marianne Williamson,Democratic,No,3,4.5%,No,0
Texas,Crane,Joe Biden,Democratic,Yes,42,84.0%,Yes,244
Texas,Crane,Marianne Williamson,Democratic,No,2,4.0%,No,0
Texas,Crane,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Culberson,Joe Biden,Democratic,Yes,169,49.7%,Yes,244
Texas,Culberson,Marianne Williamson,Democratic,No,23,6.8%,No,0
Texas,Culberson,Dean Phillips,Democratic,No,19,5.6%,No,0
Texas,Culberson,Joe Biden,Democratic,Yes,13,72.2%,Yes,244
Texas,Culberson,Marianne Williamson,Democratic,No,2,11.1%,No,0
Texas,Culberson,Dean Phillips,Democratic,No,1,5.6%,No,0
Texas,Culberson,Joe Biden,Democratic,Yes,"106,211",86.8%,Yes,244
Texas,Culberson,Marianne Williamson,Democratic,No,"5,052",4.1%,No,0
Texas,Culberson,Dean Phillips,Democratic,No,"2,495",2.0%,No,0
Texas,Dawson,Joe Biden,Democratic,Yes,41,75.9%,Yes,244
Texas,Dawson,Dean Phillips,Democratic,No,2,3.7%,No,0
Texas,Dawson,Marianne Williamson,Democratic,No,1,1.8%,No,0
Texas,Dawson,Joe Biden,Democratic,Yes,190,89.6%,Yes,244
Texas,Dawson,Marianne Williamson,Democratic,No,8,3.8%,No,0
Texas,Dawson,Dean Phillips,Democratic,No,4,1.9%,No,0
Texas,Dawson,Joe Biden,Democratic,Yes,115,71.4%,Yes,244
Texas,Dawson,Dean Phillips,Democratic,No,7,4.3%,No,0
Texas,Dawson,Marianne Williamson,Democratic,No,7,4.3%,No,0
Texas,Delta,Joe Biden,Democratic,Yes,53,84.1%,Yes,244
Texas,Delta,Dean Phillips,Democratic,No,2,3.1%,No,0
Texas,Delta,Marianne Williamson,Democratic,No,2,3.1%,No,0
Texas,Delta,Joe Biden,Democratic,Yes,"25,376",89.8%,Yes,244
Texas,Delta,Marianne Williamson,Democratic,No,"1,014",3.6%,No,0
Texas,Delta,Dean Phillips,Democratic,No,595,2.1%,No,0
Texas,Delta,Joe Biden,Democratic,Yes,12,80.0%,Yes,244
Texas,Delta,Marianne Williamson,Democratic,No,2,13.3%,No,0
Texas,Delta,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Dimmit,Joe Biden,Democratic,Yes,"1,025",59.6%,Yes,244
Texas,Dimmit,Marianne Williamson,Democratic,No,125,7.3%,No,0
Texas,Dimmit,Dean Phillips,Democratic,No,83,4.8%,No,0
Texas,Dimmit,Joe Biden,Democratic,Yes,25,86.2%,Yes,244
Texas,Dimmit,Dean Phillips,Democratic,No,2,6.9%,No,0
Texas,Dimmit,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Dimmit,Joe Biden,Democratic,Yes,805,65.0%,Yes,244
Texas,Dimmit,Marianne Williamson,Democratic,No,62,5.0%,No,0
Texas,Dimmit,Dean Phillips,Democratic,No,35,2.8%,No,0
Texas,Eastland,Joe Biden,Democratic,Yes,83,79.8%,Yes,244
Texas,Eastland,Marianne Williamson,Democratic,No,6,5.8%,No,0
Texas,Eastland,Dean Phillips,Democratic,No,3,2.9%,No,0
Texas,Eastland,Joe Biden,Democratic,Yes,802,78.9%,Yes,244
Texas,Eastland,Marianne Williamson,Democratic,No,49,4.8%,No,0
Texas,Eastland,Dean Phillips,Democratic,No,35,3.4%,No,0
Texas,Eastland,Joe Biden,Democratic,Yes,12,60.0%,Yes,244
Texas,Eastland,Marianne Williamson,Democratic,No,2,10.0%,No,0
Texas,Eastland,Dean Phillips,Democratic,No,1,5.0%,No,0
Texas,El Paso,Joe Biden,Democratic,Yes,"29,044",84.0%,Yes,244
Texas,El Paso,Marianne Williamson,Democratic,No,"1,326",3.8%,No,0
Texas,El Paso,Dean Phillips,Democratic,No,715,2.1%,No,0
Texas,El Paso,Joe Biden,Democratic,Yes,"5,112",92.2%,Yes,244
Texas,El Paso,Marianne Williamson,Democratic,No,200,3.6%,No,0
Texas,El Paso,Dean Phillips,Democratic,No,82,1.5%,No,0
Texas,El Paso,Joe Biden,Democratic,Yes,346,87.4%,Yes,244
Texas,El Paso,Dean Phillips,Democratic,No,16,4.0%,No,0
Texas,El Paso,Marianne Williamson,Democratic,No,13,3.3%,No,0
Texas,Falls,Joe Biden,Democratic,Yes,301,82.5%,Yes,244
Texas,Falls,Marianne Williamson,Democratic,No,21,5.7%,No,0
Texas,Falls,Dean Phillips,Democratic,No,14,3.8%,No,0
Texas,Falls,Joe Biden,Democratic,Yes,375,88.2%,Yes,244
Texas,Falls,Marianne Williamson,Democratic,No,16,3.8%,No,0
Texas,Falls,Dean Phillips,Democratic,No,13,3.1%,No,0
Texas,Falls,Joe Biden,Democratic,Yes,455,91.2%,Yes,244
Texas,Falls,Dean Phillips,Democratic,No,14,2.8%,No,0
Texas,Falls,Marianne Williamson,Democratic,No,14,2.8%,No,0
Texas,Fisher,Joe Biden,Democratic,Yes,63,87.5%,Yes,244
Texas,Fisher,Marianne Williamson,Democratic,No,4,5.5%,No,0
Texas,Fisher,Dean Phillips,Democratic,No,2,2.8%,No,0
Texas,Fisher,Joe Biden,Democratic,Yes,42,75.0%,Yes,244
Texas,Fisher,Marianne Williamson,Democratic,No,3,5.3%,No,0
Texas,Fisher,Dean Phillips,Democratic,No,1,1.8%,No,0
Texas,Fisher,Joe Biden,Democratic,Yes,6,85.7%,Yes,244
Texas,Fisher,Marianne Williamson,Democratic,No,1,14.3%,No,0
Texas,Fisher,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Fort Bend,Joe Biden,Democratic,Yes,"31,363",79.9%,Yes,244
Texas,Fort Bend,Marianne Williamson,Democratic,No,"2,698",6.9%,No,0
Texas,Fort Bend,Dean Phillips,Democratic,No,"1,212",3.1%,No,0
Texas,Fort Bend,Joe Biden,Democratic,Yes,115,85.2%,Yes,244
Texas,Fort Bend,Marianne Williamson,Democratic,No,7,5.2%,No,0
Texas,Fort Bend,Dean Phillips,Democratic,No,4,2.9%,No,0
Texas,Fort Bend,Joe Biden,Democratic,Yes,252,79.0%,Yes,244
Texas,Fort Bend,Marianne Williamson,Democratic,No,15,4.7%,No,0
Texas,Fort Bend,Dean Phillips,Democratic,No,10,3.1%,No,0
Texas,Frio,Joe Biden,Democratic,Yes,830,64.2%,Yes,244
Texas,Frio,Dean Phillips,Democratic,No,93,7.2%,No,0
Texas,Frio,Marianne Williamson,Democratic,No,52,4.0%,No,0
Texas,Frio,Joe Biden,Democratic,Yes,38,61.3%,Yes,244
Texas,Frio,Dean Phillips,Democratic,No,10,16.1%,No,0
Texas,Frio,Marianne Williamson,Democratic,No,1,1.6%,No,0
Texas,Frio,Joe Biden,Democratic,Yes,"8,969",91.9%,Yes,244
Texas,Frio,Marianne Williamson,Democratic,No,270,2.8%,No,0
Texas,Frio,Dean Phillips,Democratic,No,153,1.6%,No,0
Texas,Garza,Joe Biden,Democratic,Yes,29,78.4%,Yes,244
Texas,Garza,Dean Phillips,Democratic,No,2,5.4%,No,0
Texas,Garza,Marianne Williamson,Democratic,No,1,2.7%,No,0
Texas,Garza,Joe Biden,Democratic,Yes,693,93.8%,Yes,244
Texas,Garza,Marianne Williamson,Democratic,No,20,2.7%,No,0
Texas,Garza,Dean Phillips,Democratic,No,15,2.0%,No,0
Texas,Garza,Joe Biden,Democratic,Yes,3,100.0%,Yes,244
Texas,Garza,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Garza,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Goliad,Joe Biden,Democratic,Yes,121,84.0%,Yes,244
Texas,Goliad,Marianne Williamson,Democratic,No,7,4.9%,No,0
Texas,Goliad,Dean Phillips,Democratic,No,2,1.4%,No,0
Texas,Goliad,Joe Biden,Democratic,Yes,213,84.2%,Yes,244
Texas,Goliad,Dean Phillips,Democratic,No,12,4.7%,No,0
Texas,Goliad,Marianne Williamson,Democratic,No,7,2.8%,No,0
Texas,Goliad,Joe Biden,Democratic,Yes,64,73.6%,Yes,244
Texas,Goliad,Dean Phillips,Democratic,No,8,9.2%,No,0
Texas,Goliad,Marianne Williamson,Democratic,No,4,4.6%,No,0
Texas,Grayson,Joe Biden,Democratic,Yes,"2,080",85.0%,Yes,244
Texas,Grayson,Dean Phillips,Democratic,No,136,5.6%,No,0
Texas,Grayson,Marianne Williamson,Democratic,No,105,4.3%,No,0
Texas,Grayson,Joe Biden,Democratic,Yes,"2,119",87.9%,Yes,244
Texas,Grayson,Dean Phillips,Democratic,No,126,5.2%,No,0
Texas,Grayson,Marianne Williamson,Democratic,No,82,3.4%,No,0
Texas,Grayson,Joe Biden,Democratic,Yes,433,80.8%,Yes,244
Texas,Grayson,Marianne Williamson,Democratic,No,27,5.0%,No,0
Texas,Grayson,Dean Phillips,Democratic,No,23,4.3%,No,0
Texas,Guadalupe,Joe Biden,Democratic,Yes,"4,387",92.7%,Yes,244
Texas,Guadalupe,Marianne Williamson,Democratic,No,158,3.3%,No,0
Texas,Guadalupe,Dean Phillips,Democratic,No,55,1.2%,No,0
Texas,Guadalupe,Joe Biden,Democratic,Yes,191,78.3%,Yes,244
Texas,Guadalupe,Dean Phillips,Democratic,No,16,6.5%,No,0
Texas,Guadalupe,Marianne Williamson,Democratic,No,3,1.2%,No,0
Texas,Guadalupe,Joe Biden,Democratic,Yes,15,71.4%,Yes,244
Texas,Guadalupe,Dean Phillips,Democratic,No,1,4.7%,No,0
Texas,Guadalupe,Marianne Williamson,Democratic,No,1,4.7%,No,0
Texas,Hamilton,Joe Biden,Democratic,Yes,65,91.5%,Yes,244
Texas,Hamilton,Marianne Williamson,Democratic,No,3,4.2%,No,0
Texas,Hamilton,Dean Phillips,Democratic,No,2,2.8%,No,0
Texas,Hamilton,Joe Biden,Democratic,Yes,10,58.8%,Yes,244
Texas,Hamilton,Dean Phillips,Democratic,No,2,11.8%,No,0
Texas,Hamilton,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Hamilton,Joe Biden,Democratic,Yes,25,89.3%,Yes,244
Texas,Hamilton,Dean Phillips,Democratic,No,1,3.5%,No,0
Texas,Hamilton,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Hardin,Joe Biden,Democratic,Yes,424,86.2%,Yes,244
Texas,Hardin,Marianne Williamson,Democratic,No,37,7.5%,No,0
Texas,Hardin,Dean Phillips,Democratic,No,14,2.8%,No,0
Texas,Hardin,Joe Biden,Democratic,Yes,"151,875",88.8%,Yes,244
Texas,Hardin,Marianne Williamson,Democratic,No,"6,019",3.5%,No,0
Texas,Hardin,Dean Phillips,Democratic,No,"3,879",2.3%,No,0
Texas,Hardin,Joe Biden,Democratic,Yes,"1,097",85.0%,Yes,244
Texas,Hardin,Dean Phillips,Democratic,No,89,6.9%,No,0
Texas,Hardin,Marianne Williamson,Democratic,No,61,4.7%,No,0
Texas,Hartley,Joe Biden,Democratic,Yes,20,52.6%,Yes,244
Texas,Hartley,Dean Phillips,Democratic,No,3,7.9%,No,0
Texas,Hartley,Marianne Williamson,Democratic,No,3,7.9%,No,0
Texas,Hartley,Joe Biden,Democratic,Yes,43,75.4%,Yes,244
Texas,Hartley,Dean Phillips,Democratic,No,4,7.0%,No,0
Texas,Hartley,Marianne Williamson,Democratic,No,4,7.0%,No,0
Texas,Hartley,Joe Biden,Democratic,Yes,"12,377",85.9%,Yes,244
Texas,Hartley,Marianne Williamson,Democratic,No,716,5.0%,No,0
Texas,Hartley,Dean Phillips,Democratic,No,578,4.0%,No,0
Texas,Hemphill,Joe Biden,Democratic,Yes,22,95.7%,Yes,244
Texas,Hemphill,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Hemphill,Marianne Williamson,Democratic,No,0,0.0%,No,0
Texas,Hemphill,Joe Biden,Democratic,Yes,"1,183",89.3%,Yes,244
Texas,Hemphill,Marianne Williamson,Democratic,No,49,3.7%,No,0
Texas,Hemphill,Dean Phillips,Democratic,No,35,2.6%,No,0
Texas,Hemphill,Joe Biden,Democratic,Yes,"19,301",65.4%,Yes,244
Texas,Hemphill,Marianne Williamson,Democratic,No,"1,603",5.4%,No,0
Texas,Hemphill,Dean Phillips,Democratic,No,995,3.4%,No,0
Texas,Hill,Joe Biden,Democratic,Yes,435,92.4%,Yes,244
Texas,Hill,Dean Phillips,Democratic,No,9,1.9%,No,0
Texas,Hill,Marianne Williamson,Democratic,No,9,1.9%,No,0
Texas,Hill,Joe Biden,Democratic,Yes,111,88.8%,Yes,244
Texas,Hill,Marianne Williamson,Democratic,No,6,4.8%,No,0
Texas,Hill,Dean Phillips,Democratic,No,5,4.0%,No,0
Texas,Hill,Joe Biden,Democratic,Yes,911,90.6%,Yes,244
Texas,Hill,Marianne Williamson,Democratic,No,48,4.8%,No,0
Texas,Hill,Dean Phillips,Democratic,No,17,1.7%,No,0
Texas,Hopkins,Joe Biden,Democratic,Yes,371,86.9%,Yes,244
Texas,Hopkins,Marianne Williamson,Democratic,No,24,5.6%,No,0
Texas,Hopkins,Dean Phillips,Democratic,No,14,3.3%,No,0
Texas,Hopkins,Joe Biden,Democratic,Yes,462,89.2%,Yes,244
Texas,Hopkins,Dean Phillips,Democratic,No,21,4.1%,No,0
Texas,Hopkins,Marianne Williamson,Democratic,No,15,2.9%,No,0
Texas,Hopkins,Joe Biden,Democratic,Yes,186,83.0%,Yes,244
Texas,Hopkins,Dean Phillips,Democratic,No,10,4.5%,No,0
Texas,Hopkins,Marianne Williamson,Democratic,No,5,2.2%,No,0
Texas,Hudspeth,Joe Biden,Democratic,Yes,41,80.4%,Yes,244
Texas,Hudspeth,Marianne Williamson,Democratic,No,2,3.9%,No,0
Texas,Hudspeth,Dean Phillips,Democratic,No,1,1.9%,No,0
Texas,Hudspeth,Joe Biden,Democratic,Yes,"1,266",87.2%,Yes,244
Texas,Hudspeth,Marianne Williamson,Democratic,No,69,4.8%,No,0
Texas,Hudspeth,Dean Phillips,Democratic,No,43,3.0%,No,0
Texas,Hudspeth,Joe Biden,Democratic,Yes,103,78.0%,Yes,244
Texas,Hudspeth,Dean Phillips,Democratic,No,13,9.8%,No,0
Texas,Hudspeth,Marianne Williamson,Democratic,No,5,3.8%,No,0
Texas,Irion,Joe Biden,Democratic,Yes,23,88.5%,Yes,244
Texas,Irion,Marianne Williamson,Democratic,No,2,7.7%,No,0
Texas,Irion,Dean Phillips,Democratic,No,0,0.0%,No,0
Texas,Irion,Joe Biden,Democratic,Yes,57,86.4%,Yes,244
Texas,Irion,Dean Phillips,Democratic,No,2,3.0%,No,0
Texas,Irion,Marianne Williamson,Democratic,No,2,3.0%,No,0
Texas,Irion,Joe Biden,Democratic,Yes,121,80.7%,Yes,244
Texas,Irion,Marianne Williamson,Democratic,No,12,8.0%,No,0
Texas,Irion,Dean Phillips,Democratic,No,6,4.0%,No,0
Texas,Jasper,Joe Biden,Democratic,Yes,409,86.8%,Yes,244
Texas,Jasper,Dean Phillips,Democratic,No,32,6.8%,No,0
Texas,Jasper,Marianne Williamson,Democratic,No,12,2.5%,No,0
Texas,Jasper,Joe Biden,Democratic,Yes,82,93.2%,Yes,244
Texas,Jasper,Marianne Williamson,Democratic,No,3,3.4%,No,0
Texas,Jasper,Dean Phillips,Democratic,No,0,0.0%,No,0
